-81.783	24.555
-80.294	25.707
-80.299	25.87
-81.729	25.972
-80.144	26.122
-98.23	26.203
-97.928	26.298
-81.802	26.467
-80.12	26.691
-82.29	26.883
-82.454	27.099
-81.363	27.293
-82.709	27.497
-97.748	27.674
-81.981	27.795
-81.974	27.895
-81.878	27.965
-81.619	28.022
-80.566	28.089
-97.32	28.238
-99.235	28.437
-81.633	28.555
-96.892	28.648
-96.217	28.708
-81.769	28.84
-81.299	28.949
-82.669	29.03
-95.645	29.144
-97.152	29.288
-95.838	29.399
-98.451	29.475
-95.201	29.529
-98.14	29.571
-81.891	29.624
-96.903	29.682
-90.124	29.723
-96.157	29.781
-90.956	29.837
-90.142	29.906
-85.418	29.948
-93.958	29.991
-90.69	30.047
-96.078	30.097
-94.739	30.152
-93.581	30.191
-93.014	30.237
-91.234	30.289
-92.049	30.317
-88.556	30.366
-86.619	30.406
-84.976	30.432
-83.63	30.469
-90.748	30.502
-87.752	30.545
-97.297	30.59
-87.04	30.632
-101.2	30.71
-86.571	30.762
-88.071	30.821
-85.162	30.87
-90.509	30.938
-92.053	30.984
-82.747	31.036
-88.228	31.091
-92.066	31.128
-94.781	31.187
-85.723	31.236
-82.242	31.306
-93.847	31.341
-97.684	31.39
-83.509	31.45
-82.85	31.509
-90.107	31.554
-83.251	31.594
-93.644	31.631
-83.653	31.706
-103.159	31.751
-95.15	31.796
-88.699	31.86
-87.736	31.913
-89.287	31.979
-92.139	32.026
-98.342	32.085
-99.165	32.126
-81.904	32.161
-82.414	32.218
-83.737	32.261
-84.028	32.305
-89.163	32.321
-96.101	32.366
-98.817	32.401
-80.724	32.436
-83.732	32.458
-94.74	32.501
-92.514	32.53
-85.87	32.55
-96.309	32.589
-83.6	32.621
-107.153	32.665
-92.657	32.699
-94.942	32.729
-111.554	32.756
-91.914	32.779
-97.269	32.799
-97.17	32.823
-115.569	32.848
-93.987	32.871
-94.556	32.9
-82.812	32.936
-86.747	32.96
-115.529	32.979
-81.309	33.008
-92.183	33.039
-109.365	33.079
-94.164	33.114
-117.165	33.143
-86.607	33.178
-94.68	33.203
-96.801	33.236
-89.291	33.267
-96.986	33.304
-105.604	33.329
-81.271	33.358
-84.8	33.381
-82.313	33.414
-86.947	33.434
-88.818	33.45
-95.214	33.471
-102.009	33.506
-81.945	33.531
-81.804	33.551
-83.894	33.575
-112.302	33.594
-80.351	33.608
-85.844	33.621
-84.326	33.645
-95.386	33.661
-78.887	33.689
-90.551	33.726
-116.971	33.748
-117.941	33.774
-84.306	33.79
-102.163	33.811
-116.544	33.83
-96.502	33.853
-117.924	33.87
-84.143	33.89
-98.493	33.914
-86.023	33.924
-90.945	33.944
-118.041	33.961
-118.032	33.979
-117.516	33.993
-95.509	34.011
-117.864	34.02
-117.943	34.045
-93.69	34.062
-118.399	34.074
-118.105	34.096
-94.016	34.119
-117.864	34.136
-118.651	34.16
-102.134	34.183
-83.031	34.205
-80.689	34.227
-80.607	34.246
-81.619	34.274
-89.944	34.311
-79.166	34.346
-84.934	34.369
-82.247	34.398
-84.7	34.436
-82.671	34.471
-82.014	34.499
-83.527	34.511
-112.468	34.54
-80.902	34.575
-98.39	34.609
-97.817	34.638
-106.776	34.663
-91.314	34.693
-82.781	34.724
-95.048	34.751
-79.463	34.774
-86.972	34.803
-82.602	34.83
-118.163	34.864
-79.694	34.885
-91.11	34.913
-83.777	34.933
-95.08	34.951
-87.371	34.969
-106.049	34.99
-91.251	35.008
-78.795	35.032
-94.623	35.054
-96.399	35.08
-120.611	35.099
-95.371	35.123
-96.67	35.146
-106.642	35.162
-77.321	35.187
-86.079	35.21
-100.599	35.233
-94.62	35.241
-88.988	35.256
-81.21	35.275
-93.634	35.293
-81.176	35.316
-94.173	35.336
-81.929	35.36
-119.109	35.383
-80.117	35.406
-81.502	35.429
-93.388	35.441
-85.654	35.467
-82.989	35.489
-97.762	35.507
-108.742	35.528
-98.578	35.549
-80.81	35.585
-77.373	35.611
-82.582	35.633
-82.026	35.658
-105.937	35.687
-78.614	35.711
-80.677	35.733
-83.971	35.756
-83.554	35.788
-76.897	35.811
-96.391	35.831
-92.118	35.868
-77.536	35.897
-85.464	35.926
-75.624	35.957
-88.941	35.981
-93.186	36.008
-88.244	36.038
-102.513	36.059
-93.741	36.086
-84.132	36.103
-86.766	36.117
-120.359	36.14
-81.872	36.163
-89.656	36.193
-119.346	36.208
-88.824	36.233
-89.192	36.259
-83.515	36.281
-88.327	36.302
-86.713	36.323
-109.617	36.353
-92.581	36.384
-100.802	36.4
-94.453	36.422
-83.6	36.443
-82.261	36.474
-88.874	36.504
-87.359	36.53
-82.468	36.556
-77.2	36.583
-121.894	36.6
-95.154	36.639
-93.869	36.677
-78.1	36.7
-84.471	36.723
-86.191	36.753
-89.386	36.78
-89.861	36.813
-89.685	36.847
-95.096	36.874
-93.571	36.905
-94.004	36.944
-82.923	36.966
-86.444	36.99
-91.323	37.01
-94.473	37.041
-95.359	37.06
-81.855	37.087
-89.198	37.114
-92.263	37.131
-92.941	37.158
-85.907	37.179
-93.84	37.215
-87.159	37.237
-76.018	37.268
-79.897	37.281
-89.518	37.306
-82.721	37.333
-108.585	37.349
-89.666	37.382
-102.614	37.408
-122.253	37.43
-122.197	37.461
-100.843	37.482
-95.661	37.524
-87.984	37.547
-85.74	37.574
-120.865	37.597
-104.78	37.624
-98.113	37.646
-95.457	37.679
-122.085	37.694
-122.155	37.725
-84.295	37.748
-81.209	37.771
-81.266	37.783
-122.27	37.804
-121.276	37.823
-94.708	37.84
-84.662	37.862
-89.495	37.888
-95.17	37.916
-86.902	37.937
-80.69	37.963
-101.133	37.98
-103.531	37.997
-122.288	38.017
-77.347	38.049
-97.345	38.072
-81.324	38.099
-121.271	38.13
-121.242	38.152
-94.711	38.178
-88.684	38.198
-85.74	38.213
-97.773	38.232
-76.964	38.254
-85.584	38.272
-122.457	38.292
-122.481	38.314
-85.654	38.334
-94.761	38.35
-86.345	38.376
-94.351	38.398
-80.558	38.409
-90.378	38.433
-75.578	38.456
-76.778	38.481
-121.408	38.496
-88.005	38.521
-82.683	38.537
-90.493	38.549
-77.328	38.568
-98.411	38.587
-89.807	38.604
-87.354	38.615
-90.319	38.629
-90.093	38.65
-86.791	38.666
-93.093	38.68
-90.287	38.691
-77.228	38.704
-87.861	38.717
-87.682	38.729
-108.068	38.742
-82.869	38.755
-112.083	38.773
-82.979	38.786
-76.99	38.803
-76.946	38.814
-77.197	38.83
-90.076	38.848
-77.156	38.872
-89.845	38.889
-86.525	38.901
-88.661	38.921
-74.906	38.935
-119.97	38.946
-89.094	38.961
-97.022	38.972
-94.671	38.982
-90.738	38.997
-76.876	39.004
-94.281	39.017
-77.077	39.026
-76.908	39.035
-95.678	39.048
-108.55	39.064
-76.958	39.076
-84.548	39.093
-87.656	39.109
-90.328	39.12
-75.525	39.132
-77.202	39.143
-74.693	39.153
-87.199	39.163
-93.88	39.185
-83.612	39.202
-84.456	39.215
-84.378	39.232
-114.888	39.248
-84.82	39.262
-88.244	39.274
-83.989	39.293
-102.269	39.306
-83.691	39.324
-78.757	39.342
-93.496	39.358
-104.856	39.372
-86.563	39.395
-121.712	39.413
-77.804	39.43
-89.781	39.446
-76.83	39.469
-90.371	39.484
-78.769	39.503
-74.486	39.521
-80.344	39.531
-94.33	39.548
-76.072	39.56
-75.589	39.578
-110.81	39.599
-75.834	39.607
-111.439	39.626
-106.374	39.64
-81.862	39.649
-83.735	39.658
-89.704	39.676
-77.745	39.693
-91.207	39.707
-82.987	39.718
-104.323	39.738
-92.564	39.747
-89.654	39.757
-99.031	39.767
-75.979	39.785
-87.986	39.799
-77.012	39.807
-75.156	39.817
-75.415	39.828
-75.074	39.839
-86.802	39.849
-75.345	39.86
-75.065	39.877
-90.008	39.888
-79.747	39.893
-75.35	39.902
-75.388	39.917
-74.944	39.929
-75.256	39.939
-86.262	39.951
-75.606	39.961
-81.537	39.97
-77.25	39.983
-86.62	39.996
-75.015	40.011
-80.1	40.025
-88.957	40.036
-86.469	40.048
-87.638	40.061
-79.898	40.076
-87.06	40.088
-79.587	40.1
-76.504	40.11
-84.354	40.117
-79.867	40.125
-99.829	40.138
-74.214	40.15
-79.067	40.16
-80.238	40.174
-79.824	40.183
-88.404	40.195
-75.1	40.207
-94.538	40.218
-104.072	40.231
-76.057	40.241
-99.633	40.248
-96.747	40.268
-76.848	40.275
-87.294	40.288
-75.181	40.299
-75.966	40.308
-74.016	40.318
-79.641	40.329
-76.476	40.337
-74.659	40.349
-74.039	40.361
-75.202	40.372
-86.089	40.379
-111.85	40.392
-80.033	40.396
-73.992	40.404
-79.02	40.414
-74.561	40.421
-74.2	40.433
-75.342	40.442
-74.361	40.459
-95.733	40.474
-75.758	40.482
-79.861	40.493
-85.826	40.508
-92.528	40.521
-83.521	40.534
-80.193	40.551
-87.893	40.565
-81.086	40.573
-79.532	40.586
-79.556	40.596
-95.658	40.604
-85.505	40.617
-103.207	40.626
-104.755	40.636
-102.626	40.641
-89.591	40.647
-74.3	40.658
-74.265	40.664
-84.519	40.673
-122.37	40.681
-80.272	40.687
-73.426	40.698
-83.921	40.706
-73.322	40.716
-81.522	40.724
-73.186	40.732
-75.31	40.74
-89.574	40.747
-86.069	40.754
-82.59	40.759
-74.146	40.768
-97.05	40.774
-76.231	40.784
-83.643	40.789
-89.197	40.796
-72.79	40.8
-73.704	40.807
-80.014	40.818
-78.351	40.825
-115.762	40.833
-72.582	40.841
-76.82	40.849
-73.47	40.857
-76.553	40.864
-75.255	40.869
-73.577	40.876
-121.66	40.883
-74.195	40.89
-74.093	40.899
-84.297	40.906
-84.703	40.917
-73.963	40.925
-72.415	40.933
-73.07	40.946
-74.498	40.957
-76.613	40.963
-73.684	40.981
-72.535	40.991
-79.332	41.002
-81.863	41.01
-95.799	41.019
-89.438	41.029
-96.368	41.039
-80.608	41.053
-89.773	41.062
-73.47	41.079
-89.865	41.094
-72.36	41.103
-90.164	41.115
-74.17	41.124
-95.891	41.137
-73.99	41.148
-81.454	41.159
-111.976	41.173
-80.766	41.183
-90.587	41.203
-80.497	41.212
-96.488	41.228
-85.853	41.238
-83.236	41.246
-80.472	41.259
-98.966	41.276
-81.097	41.284
-72.377	41.292
-90.193	41.304
-96.346	41.313
-83.439	41.324
-80.726	41.33
-86.31	41.344
-71.967	41.354
-85.239	41.366
-76.025	41.383
-73.618	41.397
-92.916	41.408
-87.742	41.42
-88.229	41.429
-81.864	41.441
-81.664	41.45
-122.894	41.457
-81.145	41.471
-86.692	41.481
-87.568	41.488
-72.901	41.499
-88.114	41.506
-83.804	41.519
-88.082	41.525
-81.579	41.533
-87.685	41.543
-84.769	41.556
-91.264	41.57
-92.845	41.578
-88.922	41.589
-80.306	41.603
-90.173	41.614
-79.674	41.627
-85.922	41.638
-88.622	41.646
